Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;CONC;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;62599;2018/006085;2018/006085;IFS-SERVICIOS INNOVACIÓN Y PROMOCIÓN DE LA CIUDAD. MOBILIARIO;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;324.111,91;324.111,91;0,00;0,00;324.111,91;35.229,15;35.229,15;0,00;35.229,15
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/005014;2018/005014;IFS-COMPRA PÚBLICA DE INNOVACIÓN. MEDICIÓN EMISIONES GASEOSAS DE VALDEMINGÓMEZ;218;VILLA DE VALLECAS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;249.260,00;249.260,00;0,00;0,00;249.260,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/005015;2018/005015;IFS-COMPRA PÚBLICA DE INNOVACIÓN. MEDICIÓN DE NANOPARTÍCULAS;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;412.005,00;412.005,00;0,00;0,00;412.005,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/005016;2018/005016;IFS-COMPRA PÚBLICA DE INNOVACIÓN. DETECCIÓN REMOTA VEHÍCULOS ALTAMENTE CONTAMINANTES;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1.047.860,00;1.047.860,00;0,00;0,00;1.047.860,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/005017;2018/005017;IFS-COMPRA PÚBLICA DE INNOVACIÓN. BIOMARCADORES PARA LA MEDIDA DE LA CALIDAD DEL AIRE;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;271.040,00;271.040,00;0,00;0,00;271.040,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/005018;2018/005018;IFS-COMPRA PÚBLICA DE INNOVACIÓN. CARRO DE LIMPIEZA CON ASISTENCIA ELÉCTRICA;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;498.079,84;498.079,84;0,00;0,00;498.079,84;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/005019;2018/005019;IFS-COMPRA PÚBLICA DE INNOVACIÓN. SENSORES EN PAPELERAS PARA OPTIMIZAR RECOGIDA DE RESIDUOS;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;349.724,35;349.724,35;0,00;0,00;349.724,35;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/005020;2018/005020;IFS-COMPRA PÚBLICA DE INNOVACION. BIOFILTROS  REDUCCIÓN EMISIONES ATMÓSFÉRICA TÚNELES CALLE 30;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;79.603,43;79.603,43;0,00;0,00;79.603,43;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/005022;2018/005022;IFS-COMPRA PÚBLICA DE INNOVACION.CARGA VEHÍCULOS ELÉCTRICOS EN LA NAVE CON ENERGÍAS RENOVABLES;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;664.698,58;664.698,58;0,00;0,00;664.698,58;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/006000;2018/006000;IFS-TECNOLOGÍA INNOVADORA APLICADA A LA DISCAPACIDAD AUDITIVA SEVERA;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;298.507,00;298.507,00;0,00;0,00;298.507,00;298.507,00;0,00;0,00;0,00
;;001;016;92000;62400;2019/000027;2019/000027; SERVICIOS GERENCIA DE LA CIUDAD. FURGONETAS DIVISION DE MONTAJES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;85000,00;0,00;85000,00;85000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62500;2019/000029;2019/000029; SERVICIOS GERENCIA DE LA CIUDAD. MOBILIARIO OFICINAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5000,00;49000,00;54000,00;54000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62599;2019/000024;2019/000024; SERVICIOS GERENCIA DE LA CIUDAD. ELEMENTOS AUDIOVISUALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000,00;0,00;15000,00;15000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62599;2019/000385;2019/000385; SERVICIOS GERENCIA CIUDAD. VITRINAS EXPOSITORAS TROFEOS DEPORTIVOS DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;15000,00;15000,00;8,10;0,00;14991,90;14610,75;0,00;0,00;0,00
;;001;016;92000;63301;2017/000227;2017/000227; SERVICIOS GERENCIA DE LA CIUDAD. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1653,00;0,00;1653,00;0,18;0,00;1652,82;1652,82;0,00;0,00;0,00
;;001;016;92005;62599;2019/000416;2019/000416; EQUIPAMIENTO SERVICIOS RELACIONES LABORALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;11500,00;11500,00;850,18;0,00;10649,82;10649,82;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;23100;62300;2018/006081;2018/006081;IFS-EDIFICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO. DESFIBRILADORES;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;7.002,65;7.002,65;0,00;0,00;7.002,65;7.002,65;0,00;0,00;0,00
;;001;027;23100;62301;2019/000404;2019/000404; SERVICIOS ADMINISTRATIVOS EQUIDAD, DERECHOS SOCIALES Y EMPLEO. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;6200,58;6200,58;0,00;0,00;6200,58;6200,58;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;23100;62301;2018/006113;2018/006113;IFS-EDIFICIO C/HERMANOS ÁLVAREZ QUINTERO,3. ADECUACIÓN SISTEMA INTEGRAL DE SEGURIDAD;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;62.207,42;62.207,42;0,00;0,00;62.207,42;62.207,42;0,00;0,00;0,00
;;001;027;23100;62500;2018/000056;2018/000056; EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000,00;0,00;10000,00;9314,55;0,00;685,45;685,45;685,45;0,00;685,45
;;001;027;23100;62599;2018/000056;2018/000056; EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000,00;0,00;10000,00;5392,32;0,00;4607,68;4607,68;4145,46;0,00;0,00
;;001;027;23100;63301;2018/000052;2018/020052; CONSEJO DE MUJERES, C/ SEÑORES DE LUZÓN, 3 - 2º PISO. INSTALACIONES;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;04;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0,00;3682,03;3682,03;0,00;0,00;3682,03;3682,03;3682,03;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;23100;63301;2018/006112;2018/006112;IFS-CENTRO DE ACOGIDA SAN ISIDRO. MEJORA PROTECCIÓN CONTRA INCENDIOS;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;3.686,64;3.686,64;0,00;0,00;3.686,64;3.686,64;3.524,14;0,00;0,00
;;001;027;23100;63500;2018/000056;2018/000056; EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;30000,00;0,00;30000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;23102;62599;2018/006042;2018/006042;IFS-CENTRO SOCIAL PARA ADOLESCENTES PALACETE QUINTA MOLINOS. MOBILIARIO;220;SAN BLAS-CANILLEJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;11.872,52;11.872,52;0,00;0,00;11.872,52;11.872,52;11.872,52;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;23102;63599;2018/006089;2018/006089;IFS-CENTROS ATENCIÓN INFANCIA Y CENTROS APOYO ADOLESCENTES. REPOSICIÓN OTRO MOBILIARIO;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;64.919,60;64.919,60;0,00;0,00;64.919,60;64.919,60;64.919,60;0,00;64.919,60
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;23103;62599;2018/006102;2018/006102;IFS-CENTRO DE DIA DE MAYORES ALHAMBRA. OTRO MOBILIARIO Y ENSERES;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;98.230,16;98.230,16;0,00;0,00;98.230,16;83.421,53;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;23103;62599;2018/006103;2018/006103;IFS-CENTRO DE DIA DE MAYORES RAFAEL CALVO. OTRO MOBILIARIO Y ENSERES;207;CHAMBERI;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45.625,52;45.625,52;0,00;0,00;45.625,52;38.594,52;0,00;0,00;0,00
;;001;027;23103;63599;2017/000255;2017/000255; EQUIPAMIENTO CENTROS DE DÍA DE MAYORES Y CENTROS DE MAYORES;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;15000,00;-6981,11;8018,89;8018,89;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23103;63599;2017/000255;2017/040255; EQUIPAMIENTO CENTRO DÍA MAYORES ALMOROX;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;0,00;6981,11;6981,11;0,00;0,00;6981,11;6981,11;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;027;32301;62599;2018/006044;2018/006044;IFS-MOBILIARIO PARA LAS NUEVAS ESCUELAS INFANTILES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2.899.652,69;2.899.652,69;0,00;0,00;2.899.652,69;2.395.322,27;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/000495; OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;869,72;869,72;869,72;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/350495; OTRO EQUIPAMIENTO ESCUELA INFANTIL DOCTOR LAGUNA;203;RETIRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;28923,84;28923,84;0,00;0,00;28923,84;28923,84;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/360495; OTRO EQUIPAMIENTO ESCUELA INFANTIL AVENIDA DE VALLADOLID;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;30171,58;30171,58;0,00;0,00;30171,58;30171,58;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/370495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MOSCARDÓ;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;36106,40;36106,40;0,00;0,00;36106,40;36106,40;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/380495; OTRO EQUIPAMIENTO ESCUELA INFANTIL RODAS;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;36106,40;36106,40;0,00;0,00;36106,40;36106,40;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/390495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EROS;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;42168,02;42168,02;0,00;0,00;42168,02;42168,02;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/400495; OTRO EQUIPAMIENTO ESCUELA INFANTIL BARRIO BUTARQUE;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;42168,02;42168,02;0,00;0,00;42168,02;42168,02;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/410495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MONTECARMELO;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;42168,02;42168,02;0,00;0,00;42168,02;42168,02;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/420495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS TABLAS;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;47553,00;47553,00;0,00;0,00;47553,00;47553,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/430495; OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEZARZA;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;47553,00;47553,00;0,00;0,00;47553,00;47553,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/440495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MORATALAZ;214;MORATALAZ;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;47553,00;47553,00;0,00;0,00;47553,00;47553,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/450495; OTRO EQUIPAMIENTO ESCUELA INFANTIL PAU ARROYOFRESNO;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;47553,00;47553,00;0,00;0,00;47553,00;47553,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/460495; OTRO EQUIPAMIENTO ESCUELA INFANTIL SANCHINARRO;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;47553,00;47553,00;0,00;0,00;47553,00;47553,00;0,00;0,00;0,00
;;001;027;32301;62999;2018/000495;2018/470495; OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEBEBAS;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;47553,00;47553,00;0,00;0,00;47553,00;47553,00;0,00;0,00;0,00
;;001;027;32301;63599;2018/000495;2018/000495; OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;93060,00;-40000,00;53060,00;53060,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32301;63599;2019/000421;2019/000421; RESIDENCIA INTERNADO SAN ILDEFONSO. MOBILIARIO Y ENSERES;201;CENTRO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;40000,00;40000,00;15042,00;0,00;24958,00;24958,00;0,00;0,00;0,00
;;001;027;32601;62200;2019/000310;2019/000310; ESCUELA DE CERÁMICA. INSTALACIÓN DE TOLDOS;209;MONCLOA-ARAVACA;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;25000,00;0,00;25000,00;25000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32601;62302;2018/000509;2018/000509; AULA DE NATURALEZA DE CERCEDILLA. ÚTILES Y HERRAMIENTAS;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;500,00;0,00;500,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32601;62599;2018/000512;2018/000512; EQUIPAMIENTO ESCUELAS MUNICIPALES DE MUSICA;998;VARIOS DISTRITOS;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;260000,00;-34798,83;225201,17;225201,17;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32601;62599;2018/000512;2018/010512; EQUIPAMIENTO ESCUELA DE MÚSICA Y DANZA DEL DISTRITO DE CENTRO;201;CENTRO;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;19417,33;19417,33;0,00;0,00;19417,33;19417,33;0,00;0,00;0,00
;;001;027;32601;62599;2018/000512;2018/020512; EQUIPAMIENTO ESCUELA DE MÚSICA MARÍA RODRIGO;205;CHAMARTIN;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;8387,63;8387,63;0,00;0,00;8387,63;8387,63;0,00;0,00;0,00
;;001;027;32601;62599;2018/000512;2018/040512; EQUIPAMIENTO ESCUELA DE MÚSICA DISTRITO DE VICÁLVARO;219;VICALVARO;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;5743,87;5743,87;0,00;0,00;5743,87;5743,87;0,00;0,00;0,00
;;001;027;32601;62599;2018/000517;2018/000517; EQUIPAMIENTO RESIDENCIA NUESTRA SEÑORA DE LA PALOMA, CERCEDILLA;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;6200,00;0,00;6200,00;6200,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32601;62599;2019/000470;2019/000470; EQUIPAMIENTO CENTRO DE RECURSOS EDUCATIVOS .ACTIVIDADES DIRIGIDAS A MENORES DE 5 A 8 AÑOS;202;ARGANZUELA;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0,00;1250,00;1250,00;1250,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32601;63300;2018/000508;2018/000508; EQUIPAMIENTO ESCUELA DE CERÁMICA;209;MONCLOA-ARAVACA;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;150000,00;0,00;150000,00;150000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32601;63400;2018/000515;2018/000515; RESIDENCIA NUESTRA SEÑORA DE LA PALOMA, CERCEDILLA. BICICLETA;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;3000,00;0,00;3000,00;3000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;32601;63599;2018/000508;2018/000508; EQUIPAMIENTO ESCUELA DE CERÁMICA;209;MONCLOA-ARAVACA;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;50000,00;0,00;50000,00;50000,00;0,00;0,00;0,00;0,00;0,00;0,00
